Global seed set to 42
Loading dataset from data_1...
Found 10 classes: ['0', '1', '2', '3', '4'] ...
Global seed set to 42
Loading dataset from data_2...
Found 100 classes: ['apple', 'aquarium_fish', 'baby', 'bear', 'beaver'] ...
Dataset loaded: 50000 images in 64.94 seconds.
Dataset loaded: 60000 images in 87.46 seconds.
Training on 48000, Validating on 12000
Training on 40000, Validating on 10000

Epoch 1/100 | Time: 169.8s | Loss: 4.5697 | Train Acc: 1.72%
--- Evaluating on Epoch 1 Val ---

Epoch 1/100 | Time: 223.6s | Loss: 0.8032 | Train Acc: 73.70%
--- Evaluating on Epoch 1 Val ---

Overall Accuracy: 3.55% (355/10000)
Class      Precision  Recall     F1-Score  
75         0.6022     0.5045     0.5490
76         0.3559     0.4468     0.3962
77         0.1290     0.1600     0.1429
78         0.1707     0.1458     0.1573
79         0.2346     0.1939     0.2123
80         0.1639     0.0893     0.1156
81         0.1881     0.1939     0.1910
82         0.5385     0.5269     0.5326
83         0.2857     0.2222     0.2500
84         0.1928     0.1481     0.1675
85         0.3729     0.4151     0.3929
86         0.4416     0.3063     0.3617
87         0.2892     0.2791     0.2840
88         0.1729     0.2190     0.1933
89         0.2121     0.3302     0.2583
90         0.2055     0.1339     0.1622
91         0.2986     0.4674     0.3644
92         0.1649     0.1524     0.1584
93         0.2500     0.0990     0.1418
94         0.4138     0.6316     0.5000
95         0.3592     0.3814     0.3700
96         0.2750     0.4125     0.3300
97         0.1562     0.2804     0.2007
98         0.1635     0.1954     0.1780
99         0.1200     0.0286     0.0462
----------------------------------------
Macro Avg  0.2836     0.2808     0.2704

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 39/100 | Time: 207.2s | Loss: 2.5327 | Train Acc: 35.76%
--- Evaluating on Epoch 39 Val ---

Overall Accuracy: 27.20% (2720/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4414     0.5506     0.4900
1          0.3375     0.2903     0.3121
2          0.1039     0.1720     0.1296
3          0.1240     0.1685     0.1429
4          0.1915     0.0909     0.1233
5          0.2973     0.2075     0.2444
6          0.2344     0.1485     0.1818
7          0.1913     0.3646     0.2509
8          0.3137     0.3441     0.3282
9          0.4177     0.3667     0.3905
10         0.2381     0.0495     0.0820
11         0.2794     0.1583     0.2021
12         0.3235     0.3204     0.3220
13         0.4091     0.0882     0.1452
14         0.2033     0.2451     0.2222
15         0.2268     0.1947     0.2095
16         0.3235     0.1264     0.1818
17         0.3269     0.6018     0.4237
18         0.2128     0.0952     0.1316
19         0.5000     0.0891     0.1513
20         0.5185     0.5437     0.5308
21         0.2600     0.5361     0.3502
22         0.4000     0.1684     0.2370
23         0.4875     0.3786     0.4262
24         0.5385     0.2360     0.3281
25         0.1259     0.2099     0.1574
26         0.1339     0.1619     0.1466
27         0.1273     0.3146     0.1812
28         0.4409     0.4271     0.4339
29         0.2333     0.2333     0.2333
30         0.3143     0.2178     0.2573
31         0.1429     0.3542     0.2036
32         0.3673     0.1818     0.2432
33         0.1619     0.2152     0.1848
34         0.1304     0.0857     0.1034
35         0.1634     0.2475     0.1969
36         0.2103     0.4412     0.2848
37         0.2895     0.0991     0.1477
38         0.1299     0.2105     0.1606
39         0.2593     0.2258     0.2414
40         0.1509     0.1860     0.1667
41         0.3660     0.5385     0.4358
42         0.1488     0.2358     0.1825
43         0.1806     0.4149     0.2516
44         0.1746     0.1111     0.1358
45         0.2308     0.0698     0.1071
46         0.2258     0.0787     0.1167
47         0.4691     0.3486     0.4000
48         0.3516     0.3200     0.3351
49         0.6154     0.2330     0.3380
50         0.0926     0.1961     0.1258
51         0.2353     0.1684     0.1963
52         0.5412     0.4792     0.5083
53         0.3478     0.5000     0.4103
54         0.3529     0.3684     0.3605
55         0.3333     0.0538     0.0926
56         0.4909     0.3000     0.3724
57         0.3438     0.3235     0.3333
58         0.4308     0.2617     0.3256
59         0.2671     0.3451     0.3012
60         0.6981     0.6789     0.6884
61         0.2714     0.4270     0.3319
62         0.4598     0.3883     0.4211
63         0.2147     0.3942     0.2780
64         0.1044     0.1759     0.1310
65         0.1273     0.0707     0.0909
66         0.0932     0.1648     0.1190
67         0.2377     0.3258     0.2749
68         0.6739     0.5741     0.6200
69         0.5067     0.4086     0.4524
70         0.3478     0.2162     0.2667
71         0.5679     0.5000     0.5318
72         0.1449     0.0926     0.1130
73         0.4568     0.3190     0.3756
74         0.1951     0.2243     0.2087
75         0.4094     0.6306     0.4965
76         0.3279     0.4255     0.3704
77         0.1467     0.1100     0.1257
78         0.1383     0.1354     0.1368
79         0.2258     0.2143     0.2199
80         0.1818     0.0893     0.1198
81         0.2833     0.1735     0.2152
82         0.6026     0.5054     0.5497
83         0.2100     0.1944     0.2019
84         0.3125     0.0926     0.1429
85         0.2604     0.4717     0.3356
86         0.4257     0.3874     0.4057
87         0.2979     0.1628     0.2105
88         0.2308     0.1429     0.1765
89         0.3934     0.2264     0.2874
90         0.1905     0.1071     0.1371
91         0.4222     0.4130     0.4176
92         0.2432     0.0857     0.1268
93         0.2034     0.1188     0.1500
94         0.5194     0.5877     0.5514
95         0.4412     0.3093     0.3636
96         0.2414     0.3500     0.2857
97         0.1852     0.2336     0.2066
98         0.1429     0.2644     0.1855
99         0.0700     0.0667     0.0683
----------------------------------------
Macro Avg  0.2969     0.2715     0.2660


Epoch 33/100 | Time: 247.0s | Loss: 0.0227 | Train Acc: 99.30%
--- Evaluating on Epoch 33 Val ---

Overall Accuracy: 96.62% (11595/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9798     0.9773     0.9785
1          0.9882     0.9846     0.9864
2          0.9664     0.9664     0.9664
3          0.9699     0.9508     0.9603
4          0.9687     0.9695     0.9691
5          0.9555     0.9672     0.9613
6          0.9671     0.9845     0.9757
7          0.9835     0.9515     0.9672
8          0.9437     0.9582     0.9508
9          0.9352     0.9518     0.9434
----------------------------------------
Macro Avg  0.9658     0.9662     0.9659


Epoch 40/100 | Time: 205.1s | Loss: 2.5189 | Train Acc: 35.97%
--- Evaluating on Epoch 40 Val ---

Overall Accuracy: 28.18% (2818/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.6071     0.3820     0.4690
1          0.2531     0.4409     0.3216
2          0.1548     0.2796     0.1992
3          0.1271     0.1685     0.1449
4          0.1154     0.1515     0.1310
5          0.2615     0.1604     0.1988
6          0.1538     0.1782     0.1651
7          0.2403     0.3229     0.2756
8          0.2569     0.3978     0.3122
9          0.6000     0.3667     0.4552
10         0.2083     0.1485     0.1734
11         0.7500     0.1000     0.1765
12         0.3068     0.2621     0.2827
13         0.3026     0.2255     0.2584
14         0.2232     0.2451     0.2336
15         0.2400     0.1062     0.1472
16         0.2241     0.1494     0.1793
17         0.5326     0.4336     0.4780
18         0.1970     0.1238     0.1520
19         0.2436     0.1881     0.2123
20         0.5422     0.4369     0.4839
21         0.3676     0.5155     0.4292
22         0.3235     0.1158     0.1705
23         0.4775     0.5146     0.4953
24         0.3209     0.4831     0.3857
25         0.1622     0.2222     0.1875
26         0.1341     0.1048     0.1176
27         0.1441     0.1910     0.1643
28         0.4352     0.4896     0.4608
29         0.1547     0.3111     0.2066
30         0.2824     0.3663     0.3190
31         0.2333     0.2188     0.2258
32         0.3922     0.2020     0.2667
33         0.1667     0.2785     0.2085
34         0.1413     0.1238     0.1320
35         0.2234     0.2079     0.2154
36         0.2846     0.3431     0.3111
37         0.1905     0.2883     0.2294
38         0.2273     0.1579     0.1863
39         0.3300     0.2661     0.2946
40         0.3333     0.1047     0.1593
41         0.3797     0.5769     0.4580
42         0.1546     0.3019     0.2045
43         0.2266     0.3085     0.2613
44         0.1062     0.1212     0.1132
45         0.1375     0.1279     0.1325
46         0.1957     0.1011     0.1333
47         0.3968     0.4587     0.4255
48         0.3333     0.4100     0.3677
49         0.4559     0.3010     0.3626
50         0.1628     0.1373     0.1489
51         0.1456     0.1579     0.1515
52         0.4727     0.5417     0.5049
53         0.3607     0.4583     0.4037
54         0.4458     0.3246     0.3756
55         0.1579     0.0323     0.0536
56         0.3223     0.4333     0.3697
57         0.4576     0.2647     0.3354
58         0.3727     0.3832     0.3779
59         0.3649     0.2389     0.2888
60         0.5970     0.7339     0.6584
61         0.3861     0.4382     0.4105
62         0.2882     0.4757     0.3590
63         0.2537     0.3269     0.2857
64         0.2021     0.1759     0.1881
65         0.0874     0.0909     0.0891
66         0.1250     0.0330     0.0522
67         0.2308     0.3708     0.2845
68         0.5175     0.6852     0.5896
69         0.5075     0.3656     0.4250
70         0.3093     0.2703     0.2885
71         0.4848     0.5217     0.5026
72         0.1194     0.0741     0.0914
73         0.3738     0.3448     0.3587
74         0.1786     0.1869     0.1826
75         0.3931     0.6126     0.4789
76         0.4308     0.2979     0.3522
77         0.1735     0.1700     0.1717
78         0.1951     0.1667     0.1798
79         0.1415     0.3061     0.1935
80         0.2647     0.0804     0.1233
81         0.1888     0.2755     0.2241
82         0.4043     0.6129     0.4872
83         0.2333     0.2593     0.2456
84         0.2056     0.2037     0.2047
85         0.3922     0.3774     0.3846
86         0.5660     0.2703     0.3659
87         0.1797     0.2674     0.2150
88         0.1807     0.2857     0.2214
89         0.3167     0.1792     0.2289
90         0.1860     0.0714     0.1032
91         0.3482     0.4239     0.3824
92         0.1525     0.1714     0.1614
93         0.2941     0.0990     0.1481
94         0.5526     0.5526     0.5526
95         0.3953     0.3505     0.3716
96         0.2696     0.3875     0.3179
97         0.2174     0.0935     0.1307
98         0.1395     0.0690     0.0923
99         0.1000     0.0476     0.0645
----------------------------------------
Macro Avg  0.2910     0.2818     0.2725

   [!] Model checkpoint saved to ./checkpoints\best_model_data_2.pkl

Epoch 34/100 | Time: 256.6s | Loss: 0.0218 | Train Acc: 99.31%
--- Evaluating on Epoch 34 Val ---

Overall Accuracy: 96.43% (11572/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9876     0.9755     0.9815
1          0.9803     0.9883     0.9843
2          0.9522     0.9691     0.9606
3          0.9421     0.9730     0.9573
4          0.9826     0.9535     0.9678
5          0.9286     0.9756     0.9515
6          0.9841     0.9616     0.9727
7          0.9718     0.9674     0.9696
8          0.9646     0.9317     0.9479
9          0.9466     0.9450     0.9458
----------------------------------------
Macro Avg  0.9641     0.9641     0.9639


Epoch 41/100 | Time: 255.7s | Loss: 2.5027 | Train Acc: 36.31%
--- Evaluating on Epoch 41 Val ---

Overall Accuracy: 27.75% (2775/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3611     0.5843     0.4464
1          0.3261     0.3226     0.3243
2          0.1458     0.2258     0.1772
3          0.1053     0.1124     0.1087
4          0.1064     0.1515     0.1250
5          0.2411     0.3208     0.2753
6          0.2075     0.2178     0.2126
7          0.3966     0.2396     0.2987
8          0.3452     0.3118     0.3277
9          0.3590     0.4667     0.4058
10         0.1321     0.0693     0.0909
11         0.2436     0.1583     0.1919
12         0.4127     0.2524     0.3133
13         0.2875     0.2255     0.2527
14         0.1930     0.2157     0.2037
15         0.1942     0.1770     0.1852
16         0.3030     0.1149     0.1667
17         0.3254     0.6018     0.4224
18         0.1609     0.1333     0.1458
19         0.1887     0.1980     0.1932
20         0.5143     0.5243     0.5192
21         0.2970     0.5052     0.3740
22         0.3833     0.2421     0.2968
23         0.5256     0.3981     0.4530
24         0.4231     0.3708     0.3952
25         0.1684     0.1975     0.1818
26         0.2093     0.0857     0.1216
27         0.2308     0.1685     0.1948
28         0.3932     0.4792     0.4319
29         0.2472     0.2444     0.2458
30         0.3168     0.3168     0.3168
31         0.1882     0.3646     0.2482
32         0.2286     0.2424     0.2353
33         0.1731     0.2278     0.1967
34         0.1802     0.1905     0.1852
35         0.1935     0.0594     0.0909
36         0.2017     0.4608     0.2806
37         0.3673     0.1622     0.2250
38         0.1696     0.2000     0.1836
39         0.2368     0.2903     0.2609
40         0.1720     0.1860     0.1788
41         0.4522     0.5000     0.4749
42         0.1832     0.2264     0.2025
43         0.1468     0.3936     0.2139
44         0.2222     0.0808     0.1185
45         0.1364     0.0698     0.0923
46         0.1905     0.0899     0.1221
47         0.5190     0.3761     0.4362
48         0.4022     0.3700     0.3854
49         0.5435     0.2427     0.3356
50         0.1538     0.1569     0.1553
51         0.1554     0.2421     0.1893
52         0.5197     0.6875     0.5919
53         0.4151     0.4583     0.4356
54         0.3820     0.2982     0.3350
55         0.1538     0.0215     0.0377
56         0.4267     0.3556     0.3879
57         0.3596     0.3137     0.3351
58         0.3780     0.2897     0.3280
59         0.4857     0.1504     0.2297
60         0.6832     0.6330     0.6571
61         0.3896     0.3371     0.3614
62         0.3475     0.3981     0.3710
63         0.2434     0.3558     0.2891
64         0.1429     0.1944     0.1647
65         0.1562     0.0505     0.0763
66         0.1392     0.1209     0.1294
67         0.2793     0.3483     0.3100
68         0.6786     0.5278     0.5937
69         0.4000     0.5591     0.4664
70         0.2586     0.2703     0.2643
71         0.5053     0.5217     0.5134
72         0.1304     0.0833     0.1017
73         0.6000     0.2845     0.3860
74         0.1692     0.1028     0.1279
75         0.5248     0.4775     0.5000
76         0.3760     0.5000     0.4292
77         0.0921     0.1400     0.1111
78         0.1765     0.0625     0.0923
79         0.2982     0.1735     0.2194
80         0.1475     0.0804     0.1040
81         0.2708     0.1327     0.1781
82         0.4779     0.5806     0.5243
83         0.2400     0.1667     0.1967
84         0.1849     0.2037     0.1938
85         0.3158     0.3962     0.3515
86         0.3889     0.3784     0.3836
87         0.2258     0.2442     0.2346
88         0.1202     0.2952     0.1708
89         0.2260     0.3113     0.2619
90         0.1500     0.0804     0.1047
91         0.3667     0.3587     0.3626
92         0.1104     0.1619     0.1313
93         0.1515     0.0990     0.1198
94         0.4286     0.6053     0.5018
95         0.5333     0.2474     0.3380
96         0.3735     0.3875     0.3804
97         0.2049     0.2336     0.2183
98         0.1223     0.2644     0.1673
99         0.1154     0.0571     0.0764
----------------------------------------
Macro Avg  0.2883     0.2777     0.2706


Epoch 35/100 | Time: 287.4s | Loss: 0.0198 | Train Acc: 99.43%
--- Evaluating on Epoch 35 Val ---

Overall Accuracy: 96.42% (11571/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9642     0.9886     0.9762
1          0.9775     0.9890     0.9832
2          0.9645     0.9620     0.9633
3          0.9724     0.9533     0.9627
4          0.9483     0.9780     0.9629
5          0.9777     0.9465     0.9619
6          0.9739     0.9763     0.9751
7          0.9775     0.9560     0.9667
8          0.9556     0.9377     0.9466
9          0.9297     0.9509     0.9402
----------------------------------------
Macro Avg  0.9641     0.9638     0.9639


Epoch 42/100 | Time: 200.4s | Loss: 2.4850 | Train Acc: 36.67%
--- Evaluating on Epoch 42 Val ---

Overall Accuracy: 27.26% (2726/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.4884     0.4719     0.4800
1          0.2955     0.4194     0.3467
2          0.0965     0.1183     0.1063
3          0.1528     0.1236     0.1366
4          0.2414     0.1414     0.1783
5          0.2047     0.3302     0.2527
6          0.1667     0.1485     0.1571
7          0.2353     0.3333     0.2759
8          0.3444     0.3333     0.3388
9          0.5000     0.3111     0.3836
10         0.1308     0.1683     0.1472
11         0.2647     0.1500     0.1915
12         0.2174     0.3398     0.2652
13         0.3014     0.2157     0.2514
14         0.3000     0.1471     0.1974
15         0.2308     0.1858     0.2059
16         0.1852     0.1724     0.1786
17         0.4044     0.4867     0.4418
18         0.1607     0.0857     0.1118
19         0.2800     0.0693     0.1111
20         0.3422     0.6214     0.4414
21         0.4512     0.3814     0.4134
22         0.3636     0.2105     0.2667
23         0.4545     0.3883     0.4188
24         0.3077     0.4494     0.3653
25         0.2558     0.1358     0.1774
26         0.1875     0.0857     0.1176
27         0.1587     0.2247     0.1860
28         0.5686     0.3021     0.3946
29         0.1392     0.3000     0.1901
30         0.2206     0.1485     0.1775
31         0.2593     0.2188     0.2373
32         0.2300     0.2323     0.2312
33         0.1159     0.3418     0.1731
34         0.1685     0.1429     0.1546
35         0.1733     0.1287     0.1477
36         0.2655     0.4608     0.3369
37         0.2233     0.2072     0.2150
38         0.1667     0.0842     0.1119
39         0.3966     0.1855     0.2527
40         0.0984     0.2907     0.1471
41         0.6066     0.3558     0.4485
42         0.2281     0.1226     0.1595
43         0.1800     0.3830     0.2449
44         0.1373     0.2121     0.1667
45         0.1392     0.1279     0.1333
46         0.1842     0.0787     0.1102
47         0.4891     0.4128     0.4478
48         0.4103     0.3200     0.3596
49         0.6667     0.1942     0.3008
50         0.1429     0.0980     0.1163
51         0.1455     0.1684     0.1561
52         0.4960     0.6458     0.5611
53         0.2917     0.6562     0.4038
54         0.4819     0.3509     0.4061
55         0.0694     0.0538     0.0606
56         0.4125     0.3667     0.3882
57         0.2638     0.4216     0.3245
58         0.4667     0.2617     0.3353
59         0.3097     0.3097     0.3097
60         0.6124     0.7248     0.6639
61         0.3750     0.3708     0.3729
62         0.4521     0.3204     0.3750
63         0.2534     0.3558     0.2960
64         0.1395     0.0556     0.0795
65         0.1061     0.1414     0.1212
66         0.0714     0.0440     0.0544
67         0.2700     0.3034     0.2857
68         0.4031     0.7130     0.5151
69         0.4364     0.5161     0.4729
70         0.3190     0.3333     0.3260
71         0.3515     0.6304     0.4514
72         0.1667     0.0463     0.0725
73         0.4286     0.2845     0.3420
74         0.2632     0.0935     0.1379
75         0.6022     0.5045     0.5490
76         0.3723     0.3723     0.3723
77         0.1130     0.1300     0.1209
78         0.2286     0.0833     0.1221
79         0.1786     0.2041     0.1905
80         0.2000     0.0536     0.0845
81         0.2676     0.1939     0.2249
82         0.5258     0.5484     0.5368
83         0.2028     0.2685     0.2311
84         0.1538     0.2778     0.1980
85         0.4839     0.2830     0.3571
86         0.4194     0.3514     0.3824
87         0.2877     0.2442     0.2642
88         0.1654     0.2000     0.1810
89         0.3415     0.2642     0.2979
90         0.1569     0.0714     0.0982
91         0.2763     0.4565     0.3443
92         0.1667     0.1048     0.1287
93         0.1429     0.1584     0.1502
94         0.3956     0.6316     0.4865
95         0.4242     0.2887     0.3436
96         0.3333     0.3000     0.3158
97         0.1761     0.2336     0.2008
98         0.1609     0.1609     0.1609
99         0.1204     0.1238     0.1221
----------------------------------------
Macro Avg  0.2841     0.2727     0.2638


Epoch 36/100 | Time: 259.0s | Loss: 0.0184 | Train Acc: 99.49%
--- Evaluating on Epoch 36 Val ---

Overall Accuracy: 96.33% (11559/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9773     0.9799     0.9786
1          0.9903     0.9758     0.9830
2          0.9434     0.9726     0.9578
3          0.9484     0.9648     0.9565
4          0.9653     0.9645     0.9649
5          0.9660     0.9587     0.9623
6          0.9740     0.9820     0.9780
7          0.9782     0.9507     0.9642
8          0.9224     0.9650     0.9432
9          0.9644     0.9179     0.9406
----------------------------------------
Macro Avg  0.9630     0.9632     0.9629


Epoch 43/100 | Time: 214.2s | Loss: 2.4706 | Train Acc: 36.98%
--- Evaluating on Epoch 43 Val ---

Overall Accuracy: 27.92% (2792/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3490     0.5843     0.4370
1          0.2951     0.3871     0.3349
2          0.1250     0.1505     0.1366
3          0.2308     0.0674     0.1043
4          0.1268     0.1818     0.1494
5          0.1880     0.2075     0.1973
6          0.2667     0.1188     0.1644
7          0.3077     0.2083     0.2484
8          0.3425     0.2688     0.3012
9          0.3636     0.3556     0.3596
10         0.1398     0.1287     0.1340
11         0.4062     0.1083     0.1711
12         0.3725     0.1845     0.2468
13         0.1658     0.3137     0.2169
14         0.2727     0.1765     0.2143
15         0.4091     0.0796     0.1333
16         0.1293     0.2184     0.1624
17         0.3252     0.5929     0.4201
18         0.1875     0.1714     0.1791
19         0.1944     0.1386     0.1618
20         0.4324     0.4660     0.4486
21         0.4545     0.4124     0.4324
22         0.2889     0.1368     0.1857
23         0.4563     0.4563     0.4563
24         0.3407     0.5169     0.4107
25         0.1553     0.1975     0.1739
26         0.1915     0.0857     0.1184
27         0.1159     0.2697     0.1622
28         0.3588     0.4896     0.4141
29         0.3194     0.2556     0.2840
30         0.3214     0.1782     0.2293
31         0.2577     0.2604     0.2591
32         0.2353     0.2424     0.2388
33         0.1311     0.2025     0.1592
34         0.1250     0.0762     0.0947
35         0.2917     0.0693     0.1120
36         0.2474     0.4706     0.3243
37         0.2113     0.1351     0.1648
38         0.1681     0.2105     0.1869
39         0.2967     0.2177     0.2512
40         0.1860     0.1860     0.1860
41         0.4554     0.4904     0.4722
42         0.2277     0.2170     0.2222
43         0.1833     0.3511     0.2409
44         0.2250     0.1818     0.2011
45         0.2121     0.0814     0.1176
46         0.2143     0.1011     0.1374
47         0.4490     0.4037     0.4251
48         0.3778     0.3400     0.3579
49         0.6136     0.2621     0.3673
50         0.1286     0.0882     0.1047
51         0.1957     0.1895     0.1925
52         0.4600     0.7188     0.5610
53         0.3158     0.5625     0.4045
54         0.4930     0.3070     0.3784
55         0.1905     0.0430     0.0702
56         0.3204     0.3667     0.3420
57         0.3623     0.2451     0.2924
58         0.4242     0.2617     0.3237
59         0.2566     0.2566     0.2566
60         0.6475     0.7248     0.6840
61         0.3554     0.4831     0.4095
62         0.3187     0.4951     0.3878
63         0.2312     0.4135     0.2966
64         0.1695     0.1852     0.1770
65         0.1237     0.1212     0.1224
66         0.0943     0.0549     0.0694
67         0.2000     0.4157     0.2701
68         0.4882     0.5741     0.5277
69         0.5233     0.4839     0.5028
70         0.3021     0.2613     0.2802
71         0.3173     0.7174     0.4400
72         0.1549     0.1019     0.1229
73         0.3600     0.3879     0.3734
74         0.1020     0.1869     0.1320
75         0.6100     0.5495     0.5782
76         0.3607     0.4681     0.4074
77         0.2034     0.1200     0.1509
78         0.1818     0.0833     0.1143
79         0.2593     0.1429     0.1842
80         0.2069     0.0536     0.0851
81         0.1910     0.1735     0.1818
82         0.5761     0.5699     0.5730
83         0.2941     0.1852     0.2273
84         0.2373     0.1296     0.1677
85         0.4583     0.3113     0.3708
86         0.3520     0.3964     0.3729
87         0.2093     0.3140     0.2512
88         0.1522     0.2000     0.1728
89         0.4848     0.1509     0.2302
90         0.2167     0.1161     0.1512
91         0.2043     0.5217     0.2936
92         0.2105     0.0762     0.1119
93         0.2167     0.1287     0.1615
94         0.3906     0.6579     0.4902
95         0.3511     0.4742     0.4035
96         0.2764     0.4250     0.3350
97         0.2268     0.2056     0.2157
98         0.2115     0.1264     0.1583
99         0.1146     0.1714     0.1374
----------------------------------------
Macro Avg  0.2847     0.2800     0.2656


Epoch 37/100 | Time: 262.2s | Loss: 0.0168 | Train Acc: 99.53%
--- Evaluating on Epoch 37 Val ---

Epoch 44/100 | Time: 209.7s | Loss: 2.4575 | Train Acc: 37.20%
--- Evaluating on Epoch 44 Val ---

Overall Accuracy: 27.85% (2785/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.6000     0.4719     0.5283
1          0.3333     0.3548     0.3438
2          0.1179     0.2473     0.1597
3          0.2063     0.1461     0.1711
4          0.1368     0.1313     0.1340
5          0.2658     0.1981     0.2270
6          0.1981     0.2079     0.2029
7          0.2520     0.3229     0.2831
8          0.1528     0.4731     0.2310
9          0.5238     0.3667     0.4314
10         0.1818     0.0990     0.1282
11         0.3611     0.1083     0.1667
12         0.3043     0.2039     0.2442
13         0.2727     0.2353     0.2526
14         0.2419     0.1471     0.1829
15         0.1639     0.1770     0.1702
16         0.1795     0.1609     0.1697
17         0.3575     0.6106     0.4510
18         0.2167     0.1238     0.1576
19         0.2268     0.2178     0.2222
20         0.3904     0.5534     0.4578
21         0.4773     0.4330     0.4541
22         0.2403     0.3263     0.2768
23         0.2933     0.5922     0.3923
24         0.3148     0.3820     0.3452
25         0.1683     0.2099     0.1868
26         0.1452     0.0857     0.1078
27         0.1866     0.2809     0.2242
28         0.4583     0.4583     0.4583
29         0.3509     0.2222     0.2721
30         0.2466     0.5446     0.3395
31         0.2400     0.1875     0.2105
32         0.2388     0.1616     0.1928
33         0.2456     0.1772     0.2059
34         0.1368     0.1524     0.1441
35         0.1721     0.2079     0.1883
36         0.1992     0.4804     0.2816
37         0.1930     0.0991     0.1310
38         0.1364     0.2211     0.1687
39         0.1881     0.3065     0.2331
40         0.1455     0.1860     0.1633
41         0.5909     0.3750     0.4588
42         0.1685     0.1415     0.1538
43         0.1988     0.3404     0.2510
44         0.2237     0.1717     0.1943
45         0.2250     0.1047     0.1429
46         0.1837     0.1011     0.1304
47         0.5667     0.3119     0.4024
48         0.4583     0.3300     0.3837
49         0.4512     0.3592     0.4000
50         0.1408     0.0980     0.1156
51         0.1818     0.1263     0.1491
52         0.5038     0.6875     0.5815
53         0.3620     0.6146     0.4556
54         0.3774     0.3509     0.3636
55         0.1667     0.0323     0.0541
56         0.3364     0.4111     0.3700
57         0.3721     0.3137     0.3404
58         0.3729     0.2056     0.2651
59         0.4762     0.1770     0.2581
60         0.7374     0.6697     0.7019
61         0.3150     0.4494     0.3704
62         0.3107     0.5340     0.3929
63         0.3778     0.3269     0.3505
64         0.1104     0.1574     0.1298
65         0.1081     0.0808     0.0925
66         0.0928     0.0989     0.0957
67         0.2706     0.2584     0.2644
68         0.5344     0.6481     0.5858
69         0.3723     0.5484     0.4435
70         0.3452     0.2613     0.2974
71         0.6429     0.3913     0.4865
72         0.0994     0.1481     0.1190
73         0.4833     0.2500     0.3295
74         0.1667     0.1402     0.1523
75         0.4925     0.5946     0.5388
76         0.3962     0.4468     0.4200
77         0.1481     0.1600     0.1538
78         0.1803     0.1146     0.1401
79         0.1818     0.1837     0.1827
80         0.1429     0.0714     0.0952
81         0.2338     0.1837     0.2057
82         0.5698     0.5269     0.5475
83         0.4138     0.1111     0.1752
84         0.2600     0.1204     0.1646
85         0.3793     0.4151     0.3964
86         0.3942     0.3694     0.3814
87         0.3333     0.2093     0.2571
88         0.2459     0.1429     0.1807
89         0.3607     0.2075     0.2635
90         0.2000     0.1518     0.1726
91         0.3393     0.4130     0.3725
92         0.1842     0.0667     0.0979
93         0.3000     0.1188     0.1702
94         0.6344     0.5175     0.5700
95         0.4364     0.2474     0.3158
96         0.4085     0.3625     0.3841
97         0.1287     0.4019     0.1950
98         0.1250     0.1609     0.1407
99         0.0899     0.0762     0.0825
----------------------------------------
Macro Avg  0.2936     0.2786     0.2718


Overall Accuracy: 96.69% (11603/12000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.9782     0.9799     0.9790
1          0.9839     0.9890     0.9865
2          0.9597     0.9691     0.9644
3          0.9562     0.9672     0.9617
4          0.9424     0.9822     0.9619
5          0.9662     0.9662     0.9662
6          0.9780     0.9820     0.9800
7          0.9776     0.9598     0.9686
8          0.9593     0.9462     0.9527
9          0.9647     0.9247     0.9443
----------------------------------------
Macro Avg  0.9666     0.9666     0.9665


Epoch 45/100 | Time: 262.0s | Loss: 2.4430 | Train Acc: 37.30%
--- Evaluating on Epoch 45 Val ---

Overall Accuracy: 28.35% (2835/10000)
Class      Precision  Recall     F1-Score  
----------------------------------------
0          0.3376     0.5955     0.4309
1          0.2906     0.3656     0.3238
2          0.1287     0.1398     0.1340
3          0.1932     0.1910     0.1921
4          0.1127     0.1616     0.1328
5          0.2288     0.2547     0.2411
6          0.2099     0.1683     0.1868
7          0.2906     0.3542     0.3192
8          0.2893     0.3763     0.3271
9          0.5333     0.3556     0.4267
10         0.1389     0.0990     0.1156
11         0.3019     0.1333     0.1850
12         0.2857     0.1748     0.2169
13         0.2167     0.2549     0.2342
14         0.2344     0.1471     0.1807
15         0.1696     0.1681     0.1689
16         0.1176     0.2069     0.1500
17         0.4298     0.4602     0.4444
18         0.2133     0.1524     0.1778
19         0.2033     0.2475     0.2232
20         0.4531     0.5631     0.5022
21         0.3860     0.4536     0.4171
